,As Home,As Visitor,Home Score,Visitor Score,Home Team,Visitor,Wins,Score Difference
7317,Pac-12,Big Ten,7.0,24.0,Colorado,Nebraska,Big Ten,17.0
7318,Pac-12,Big Ten,20.0,10.0,Colorado,Nebraska,Pac-12,10.0
7319,Pac-12,Big Ten,7.0,24.0,Colorado,Nebraska,Big Ten,17.0
7320,Pac-12,Big Ten,27.0,21.0,Colorado,Nebraska,Pac-12,6.0
7321,Pac-12,Big Ten,19.0,19.0,Colorado,Nebraska,Big Ten,0.0
7322,Pac-12,Big Ten,17.0,21.0,Colorado,Nebraska,Big Ten,4.0
7323,Pac-12,Big Ten,21.0,44.0,Colorado,Nebraska,Big Ten,23.0
7324,Pac-12,Big Ten,24.0,27.0,Colorado,Nebraska,Big Ten,3.0
7325,Pac-12,Big Ten,30.0,33.0,Colorado,Nebraska,Big Ten,3.0
7326,Pac-12,Big Ten,62.0,36.0,Colorado,Nebraska,Pac-12,26.0
7327,Pac-12,Big Ten,22.0,31.0,Colorado,Nebraska,Big Ten,9.0
7328,Pac-12,Big Ten,3.0,30.0,Colorado,Nebraska,Big Ten,27.0
7329,Pac-12,Big Ten,65.0,51.0,Colorado,Nebraska,Pac-12,14.0
7330,Pac-12,Big Ten,20.0,28.0,Colorado,Nebraska,Big Ten,8.0
7331,Mountain West,Big Ten,,,Fresno State,Nebraska,Big Ten,
7332,Pac-12,Big Ten,3.0,24.0,California,Nebraska,Big Ten,21.0
7333,Big 12,Big Ten,21.0,49.0,Baylor,Nebraska,Big Ten,28.0
7334,Big 12,Big Ten,7.0,48.0,Baylor,Nebraska,Big Ten,41.0
7335,Big 12,Big Ten,14.0,23.0,Baylor,Nebraska,Big Ten,9.0
7336,Big 12,Big Ten,10.0,20.0,Baylor,Nebraska,Big Ten,10.0
7337,SEC,Big Ten,7.0,41.0,Auburn,Nebraska,Big Ten,34.0
7338,Pac-12,Big Ten,28.0,35.0,Arizona State,Nebraska,Big Ten,7.0
7339,Pac-12,Big Ten,9.0,18.0,Arizona State,Nebraska,Big Ten,9.0
7340,Pac-12,Big Ten,19.0,0.0,Arizona State,Nebraska,Pac-12,19.0
7341,C-USA,American,14.0,40.0,Western Kentucky,Navy,American,26.0
7342,C-USA,American,19.0,7.0,Western Kentucky,Navy,C-USA,12.0
7343,Big 12,American,28.0,31.0,West Virginia,Navy,American,3.0
7344,Pac-12,American,10.0,24.0,Washington,Navy,American,14.0
7345,Pac-12,American,27.0,10.0,Washington,Navy,Pac-12,17.0
7346,ACC,American,18.0,47.0,Wake Forest,Navy,American,29.0
7347,ACC,American,26.0,14.0,Wake Forest,Navy,ACC,12.0
7348,ACC,American,30.0,27.0,Wake Forest,Navy,ACC,3.0
7349,ACC,American,17.0,24.0,Wake Forest,Navy,American,7.0
7350,ACC,American,27.0,28.0,Wake Forest,Navy,American,1.0
7351,ACC,American,31.0,11.0,Virginia Tech,Navy,ACC,20.0
7352,ACC,American,6.0,3.0,Virginia,Navy,ACC,3.0
7353,ACC,American,27.0,16.0,Virginia,Navy,ACC,11.0
7354,ACC,American,13.0,17.0,Virginia,Navy,American,4.0
7355,ACC,American,56.0,14.0,Virginia,Navy,ACC,42.0
7356,ACC,American,17.0,10.0,Virginia,Navy,ACC,7.0
7357,ACC,American,38.0,0.0,Virginia,Navy,ACC,38.0
7358,SEC,American,41.0,7.0,Vanderbilt,Navy,SEC,34.0
7359,SEC,American,27.0,37.0,Vanderbilt,Navy,American,10.0
7368,Sun Belt,American,41.0,31.0,Troy,Navy,Sun Belt,10.0
7369,MAC,American,10.0,14.0,Toledo,Navy,American,4.0
7370,MAC,American,21.0,20.0,Toledo,Navy,MAC,1.0
7371,MAC,American,45.0,44.0,Toledo,Navy,MAC,1.0
7372,Sun Belt,American,,,Texas State,Navy,American,
7377,ACC,American,3.0,6.0,Syracuse,Navy,American,3.0
7378,ACC,American,18.0,20.0,Syracuse,Navy,American,2.0
7379,ACC,American,29.0,0.0,Syracuse,Navy,ACC,29.0
7380,ACC,American,31.0,22.0,Syracuse,Navy,ACC,9.0
7381,ACC,American,49.0,21.0,Syracuse,Navy,ACC,28.0
7382,Pac-12,American,9.0,37.0,Stanford,Navy,American,28.0
7383,SEC,American,17.0,14.0,South Carolina,Navy,SEC,3.0
7384,SEC,American,31.0,7.0,South Carolina,Navy,SEC,24.0
7385,SEC,American,34.0,31.0,South Carolina,Navy,SEC,3.0
7386,SEC,American,19.0,8.0,South Carolina,Navy,SEC,11.0
7387,SEC,American,24.0,21.0,South Carolina,Navy,SEC,3.0
7388,Sun Belt,American,,,South Alabama,Navy,American,
7389,Mountain West,American,27.0,24.0,San Jose State,Navy,Mountain West,3.0
7390,Mountain West,American,52.0,58.0,San Jose State,Navy,American,6.0
7391,Mountain West,American,56.0,14.0,San Diego State,Navy,Mountain West,42.0
7392,Mountain West,American,45.0,31.0,San Diego State,Navy,Mountain West,14.0
7393,Big Ten,American,27.0,17.0,Rutgers,Navy,Big Ten,10.0
7394,Big Ten,American,6.0,10.0,Rutgers,Navy,American,4.0
7395,Big Ten,American,7.0,34.0,Rutgers,Navy,American,27.0
7396,Big Ten,American,23.0,17.0,Rutgers,Navy,Big Ten,6.0
7397,Big Ten,American,48.0,27.0,Rutgers,Navy,Big Ten,21.0
7398,Big Ten,American,31.0,21.0,Rutgers,Navy,Big Ten,10.0
7399,Big Ten,American,41.0,24.0,Rutgers,Navy,Big Ten,17.0
7400,Big Ten,American,21.0,20.0,Rutgers,Navy,Big Ten,1.0
7401,C-USA,American,27.0,22.0,Rice,Navy,C-USA,5.0
7402,C-USA,American,20.0,17.0,Rice,Navy,C-USA,3.0
7403,C-USA,American,6.0,38.0,Rice,Navy,American,32.0
7404,C-USA,American,9.0,41.0,Rice,Navy,American,32.0
7405,C-USA,American,14.0,63.0,Rice,Navy,American,49.0
7406,ACC,American,24.0,7.0,Pittsburgh,Navy,ACC,17.0
7407,ACC,American,28.0,28.0,Pittsburgh,Navy,American,0.0
7408,ACC,American,56.0,14.0,Pittsburgh,Navy,ACC,42.0
7409,ACC,American,52.0,6.0,Pittsburgh,Navy,ACC,46.0
7410,ACC,American,31.0,14.0,Pittsburgh,Navy,ACC,17.0
7411,ACC,American,45.0,48.0,Pittsburgh,Navy,American,3.0
7412,ACC,American,27.0,14.0,Pittsburgh,Navy,ACC,13.0
7413,Big Ten,American,34.0,7.0,Penn State,Navy,Big Ten,27.0
7414,Big Ten,American,31.0,27.0,Ohio State,Navy,Big Ten,4.0
7415,Independent,American,14.0,0.0,Notre Dame,Navy,Independent,14.0
7416,Independent,American,33.0,0.0,Notre Dame,Navy,Independent,33.0
7417,Independent,American,38.0,0.0,Notre Dame,Navy,Independent,38.0
7418,Independent,American,27.0,10.0,Notre Dame,Navy,Independent,17.0
7419,Independent,American,28.0,12.0,Notre Dame,Navy,Independent,16.0
7420,Independent,American,18.0,17.0,Notre Dame,Navy,Independent,1.0
7421,Independent,American,41.0,17.0,Notre Dame,Navy,Independent,24.0
7422,Independent,American,56.0,13.0,Notre Dame,Navy,Independent,43.0
7423,Independent,American,41.0,0.0,Notre Dame,Navy,Independent,41.0
7424,Independent,American,52.0,31.0,Notre Dame,Navy,Independent,21.0
7425,Independent,American,38.0,0.0,Notre Dame,Navy,Independent,38.0
7426,Independent,American,38.0,7.0,Notre Dame,Navy,Independent,31.0
7427,Independent,American,58.0,27.0,Notre Dame,Navy,Independent,31.0
7428,Independent,American,58.0,21.0,Notre Dame,Navy,Independent,37.0
7429,Independent,American,35.0,17.0,Notre Dame,Navy,Independent,18.0
7430,Independent,American,54.0,27.0,Notre Dame,Navy,Independent,27.0
7431,Independent,American,21.0,17.0,Notre Dame,Navy,Independent,4.0
7432,Independent,American,28.0,24.0,Notre Dame,Navy,Independent,4.0
7433,Independent,American,34.0,16.0,Notre Dame,Navy,Independent,18.0
7434,Independent,American,27.0,24.0,Notre Dame,Navy,Independent,3.0
7435,Independent,American,42.0,21.0,Notre Dame,Navy,Independent,21.0
7436,Independent,American,44.0,46.0,Notre Dame,Navy,American,2.0
7437,Independent,American,21.0,23.0,Notre Dame,Navy,American,2.0
7438,Independent,American,56.0,14.0,Notre Dame,Navy,Independent,42.0
7439,Independent,American,38.0,34.0,Notre Dame,Navy,Independent,4.0
7440,C-USA,American,62.0,74.0,North Texas,Navy,American,12.0
7441,ACC,American,30.0,33.0,North Carolina,Navy,American,3.0
7442,ACC,American,7.0,12.0,North Carolina,Navy,American,5.0
7443,ACC,American,28.0,14.0,North Carolina,Navy,ACC,14.0
7444,SEC,American,38.0,10.0,Mississippi State,Navy,SEC,28.0
7445,Big Ten,American,21.0,16.0,Michigan,Navy,Big Ten,5.0
7446,Big Ten,American,23.0,20.0,Maryland,Navy,Big Ten,3.0
7447,ACC,American,28.0,0.0,Louisville,Navy,ACC,28.0
7448,C-USA,American,23.0,37.0,Louisiana Tech,Navy,American,14.0
7449,MAC,American,28.0,48.0,Kent State,Navy,American,20.0
7450,Big Ten,American,38.0,35.0,Indiana,Navy,Big Ten,3.0
7451,Big Ten,American,52.0,29.0,Indiana,Navy,Big Ten,23.0
7452,Big Ten,American,35.0,41.0,Indiana,Navy,American,6.0
7453,Big Ten,American,12.0,13.0,Illinois,Navy,American,1.0
7454,ACC,American,24.0,14.0,Georgia Tech,Navy,ACC,10.0
7455,ACC,American,8.0,19.0,Georgia Tech,Navy,American,11.0
7456,ACC,American,14.0,20.0,Georgia Tech,Navy,American,6.0
7457,ACC,American,26.0,36.0,Georgia Tech,Navy,American,10.0
7458,ACC,American,40.0,13.0,Georgia Tech,Navy,ACC,27.0
7459,MAC,American,21.0,49.0,Eastern Michigan,Navy,American,28.0
7462,ACC,American,21.0,27.0,Duke,Navy,American,6.0
7463,ACC,American,9.0,30.0,Duke,Navy,American,21.0
7464,ACC,American,26.0,17.0,Duke,Navy,ACC,9.0
7465,ACC,American,21.0,28.0,Duke,Navy,American,7.0
7466,ACC,American,13.0,38.0,Duke,Navy,American,25.0
7467,ACC,American,41.0,31.0,Duke,Navy,ACC,10.0
7468,ACC,American,35.0,7.0,Duke,Navy,ACC,28.0
7470,MAC,American,13.0,31.0,Central Michigan,Navy,American,18.0
7471,MAC,American,59.0,21.0,Bowling Green,Navy,MAC,38.0
7472,ACC,American,10.0,25.0,Boston College,Navy,American,15.0
7473,ACC,American,24.0,27.0,Boston College,Navy,American,3.0
7474,ACC,American,28.0,0.0,Boston College,Navy,ACC,28.0
7475,ACC,American,43.0,38.0,Boston College,Navy,ACC,5.0
7476,ACC,American,31.0,32.0,Boston College,Navy,American,1.0
7477,ACC,American,48.0,7.0,Boston College,Navy,ACC,41.0
7478,ACC,American,46.0,21.0,Boston College,Navy,ACC,25.0
7479,MAC,American,35.0,23.0,Ball State,Navy,MAC,12.0
7480,Independent,American,17.0,19.0,Army,Navy,American,2.0
7481,Independent,American,9.0,19.0,Army,Navy,American,10.0
7482,Independent,American,6.0,34.0,Army,Navy,American,28.0
7483,Independent,American,0.0,34.0,Army,Navy,American,34.0
7484,Independent,American,17.0,31.0,Army,Navy,American,14.0
7485,Independent,American,13.0,17.0,Army,Navy,American,4.0
7486,Independent,American,,,Army,Navy,American,
7487,SEC,American,29.0,17.0,Arkansas,Navy,SEC,12.0
7488,SEC,American,33.0,10.0,Arkansas,Navy,SEC,23.0
7489,Mountain West,American,21.0,20.0,Air Force,Navy,Mountain West,1.0
7490,Mountain West,American,24.0,21.0,Air Force,Navy,Mountain West,3.0
7491,Mountain West,American,29.0,22.0,Air Force,Navy,Mountain West,7.0
7492,Mountain West,American,40.0,6.0,Air Force,Navy,Mountain West,34.0
7493,Mountain West,American,34.0,24.0,Air Force,Navy,Mountain West,10.0
7494,Mountain West,American,24.0,7.0,Air Force,Navy,Mountain West,17.0
7495,Mountain West,American,18.0,16.0,Air Force,Navy,Mountain West,2.0
7496,Mountain West,American,43.0,21.0,Air Force,Navy,Mountain West,22.0
7497,Mountain West,American,17.0,20.0,Air Force,Navy,American,3.0
7498,Mountain West,American,49.0,7.0,Air Force,Navy,Mountain West,42.0
7499,Mountain West,American,27.0,13.0,Air Force,Navy,Mountain West,14.0
7500,Mountain West,American,48.0,7.0,Air Force,Navy,Mountain West,41.0
7501,Mountain West,American,21.0,24.0,Air Force,Navy,American,3.0
7502,Mountain West,American,17.0,24.0,Air Force,Navy,American,7.0
7503,Mountain West,American,27.0,33.0,Air Force,Navy,American,6.0
7504,Mountain West,American,14.0,6.0,Air Force,Navy,Mountain West,8.0
7505,Mountain West,American,21.0,28.0,Air Force,Navy,American,7.0
7506,Mountain West,American,,,Air Force,Navy,American,
7507,Big Ten,SEC,21.0,20.0,Wisconsin,Missouri,Big Ten,1.0
7508,Big 12,SEC,35.0,3.0,West Virginia,Missouri,Big 12,32.0
7510,American,SEC,21.0,42.0,Tulsa,Missouri,SEC,21.0
7511,Sun Belt,SEC,24.0,14.0,Troy,Missouri,Sun Belt,10.0
7512,MAC,SEC,24.0,49.0,Toledo,Missouri,SEC,25.0
7513,Big 12,SEC,41.0,14.0,Texas Tech,Missouri,Big 12,27.0
7514,Big 12,SEC,26.0,28.0,Texas Tech,Missouri,SEC,2.0
7515,Big 12,SEC,52.0,38.0,Texas Tech,Missouri,Big 12,14.0
7516,Big 12,SEC,21.0,38.0,Texas Tech,Missouri,SEC,17.0
7517,Big 12,SEC,24.0,17.0,Texas Tech,Missouri,Big 12,7.0
7518,Big 12,SEC,21.0,0.0,Texas,Missouri,Big 12,21.0
7519,Big 12,SEC,21.0,17.0,Texas,Missouri,Big 12,4.0
7520,Big 12,SEC,40.0,10.0,Texas,Missouri,Big 12,30.0
7521,Big 12,SEC,46.0,12.0,Texas,Missouri,Big 12,34.0
7522,Big 12,SEC,28.0,20.0,Texas,Missouri,Big 12,8.0
7523,Big 12,SEC,56.0,31.0,Texas,Missouri,Big 12,25.0
7526,ACC,SEC,41.0,9.0,Syracuse,Missouri,ACC,32.0
7529,Mountain West,SEC,7.0,31.0,San Diego State,Missouri,SEC,24.0
7530,Big 12,SEC,7.0,30.0,Oklahoma State,Missouri,SEC,23.0
7531,Big 12,SEC,30.0,20.0,Oklahoma State,Missouri,Big 12,10.0
7532,Big 12,SEC,31.0,13.0,Oklahoma State,Missouri,Big 12,18.0
7533,Big 12,SEC,10.0,6.0,Oklahoma State,Missouri,Big 12,4.0
7534,Big 12,SEC,49.0,21.0,Oklahoma State,Missouri,Big 12,28.0
7535,Big 12,SEC,48.0,28.0,Oklahoma State,Missouri,Big 12,20.0
7536,Big 12,SEC,28.0,26.0,Oklahoma State,Missouri,Big 12,2.0
7537,Big 12,SEC,15.0,24.0,Oklahoma State,Missouri,SEC,9.0
7538,Big 12,SEC,50.0,51.0,Oklahoma State,Missouri,SEC,1.0
7539,Big 12,SEC,38.0,41.0,Oklahoma State,Missouri,SEC,3.0
7540,Big 12,SEC,31.0,38.0,Oklahoma State,Missouri,SEC,7.0
7541,Big 12,SEC,33.0,17.0,Oklahoma State,Missouri,Big 12,16.0
7542,Big 12,SEC,17.0,7.0,Oklahoma,Missouri,Big 12,10.0
7543,Big 12,SEC,41.0,14.0,Oklahoma,Missouri,Big 12,27.0
7544,Big 12,SEC,49.0,7.0,Oklahoma,Missouri,Big 12,42.0
7545,Big 12,SEC,77.0,0.0,Oklahoma,Missouri,Big 12,77.0
7546,Big 12,SEC,17.0,13.0,Oklahoma,Missouri,Big 12,4.0
7547,Big 12,SEC,52.0,14.0,Oklahoma,Missouri,Big 12,38.0
7548,Big 12,SEC,51.0,17.0,Oklahoma,Missouri,Big 12,34.0
7549,Big 12,SEC,30.0,13.0,Oklahoma,Missouri,Big 12,17.0
7550,Big 12,SEC,37.0,0.0,Oklahoma,Missouri,Big 12,37.0
7551,Big 12,SEC,34.0,13.0,Oklahoma,Missouri,Big 12,21.0
7552,Big 12,SEC,41.0,31.0,Oklahoma,Missouri,Big 12,10.0
7553,Big 12,SEC,62.0,21.0,Oklahoma,Missouri,Big 12,41.0
7554,Big 12,SEC,38.0,28.0,Oklahoma,Missouri,Big 12,10.0
7555,Big Ten,SEC,35.0,14.0,Ohio State,Missouri,Big Ten,21.0
7556,Mountain West,SEC,17.0,27.0,New Mexico,Missouri,SEC,10.0
7557,Big Ten,SEC,38.0,16.0,Nebraska,Missouri,Big Ten,22.0
7558,Big Ten,SEC,23.0,19.0,Nebraska,Missouri,Big Ten,4.0
7559,Big Ten,SEC,33.0,23.0,Nebraska,Missouri,Big Ten,10.0
7560,Big Ten,SEC,48.0,17.0,Nebraska,Missouri,Big Ten,31.0
7561,Big Ten,SEC,26.0,18.0,Nebraska,Missouri,Big Ten,8.0
7562,Big Ten,SEC,69.0,21.0,Nebraska,Missouri,Big Ten,48.0
7563,Big Ten,SEC,63.0,6.0,Nebraska,Missouri,Big Ten,57.0
7564,Big Ten,SEC,49.0,7.0,Nebraska,Missouri,Big Ten,42.0
7565,Big Ten,SEC,57.0,0.0,Nebraska,Missouri,Big Ten,57.0
7566,Big Ten,SEC,52.0,7.0,Nebraska,Missouri,Big Ten,45.0
7567,Big Ten,SEC,20.0,13.0,Nebraska,Missouri,Big Ten,7.0
7568,Big Ten,SEC,42.0,24.0,Nebraska,Missouri,Big Ten,18.0
7569,Big Ten,SEC,24.0,13.0,Nebraska,Missouri,Big Ten,11.0
7570,Big Ten,SEC,24.0,3.0,Nebraska,Missouri,Big Ten,21.0
7571,Big Ten,SEC,34.0,20.0,Nebraska,Missouri,Big Ten,14.0
7572,Big Ten,SEC,17.0,52.0,Nebraska,Missouri,SEC,35.0
7573,Big Ten,SEC,31.0,17.0,Nebraska,Missouri,Big Ten,14.0
7575,Big Ten,SEC,55.0,7.0,Michigan State,Missouri,Big Ten,48.0
7576,American,SEC,17.0,27.0,Memphis,Missouri,SEC,10.0
7578,Big 12,SEC,3.0,13.0,Kansas State,Missouri,SEC,10.0
7579,Big 12,SEC,7.0,7.0,Kansas State,Missouri,SEC,0.0
7580,Big 12,SEC,21.0,61.0,Kansas State,Missouri,SEC,40.0
7581,Big 12,SEC,6.0,17.0,Kansas State,Missouri,SEC,11.0
7582,Big 12,SEC,21.0,52.0,Kansas State,Missouri,SEC,31.0
7583,Big 12,SEC,9.0,21.0,Kansas State,Missouri,SEC,12.0
7584,Big 12,SEC,32.0,0.0,Kansas State,Missouri,Big 12,32.0
7585,Big 12,SEC,31.0,21.0,Kansas State,Missouri,Big 12,10.0
7586,Big 12,SEC,30.0,0.0,Kansas State,Missouri,Big 12,30.0
7587,Big 12,SEC,41.0,11.0,Kansas State,Missouri,Big 12,30.0
7588,Big 12,SEC,66.0,0.0,Kansas State,Missouri,Big 12,66.0
7589,Big 12,SEC,24.0,3.0,Kansas State,Missouri,Big 12,21.0
7590,Big 12,SEC,24.0,14.0,Kansas State,Missouri,Big 12,10.0
7591,Big 12,SEC,36.0,28.0,Kansas State,Missouri,Big 12,8.0
7592,Big 12,SEC,32.0,49.0,Kansas State,Missouri,SEC,17.0
7593,Big 12,SEC,12.0,38.0,Kansas State,Missouri,SEC,26.0
7594,Big 12,SEC,24.0,17.0,Kansas State,Missouri,Big 12,7.0
7595,Big 12,SEC,7.0,55.0,Kansas,Missouri,SEC,48.0
7596,Big 12,SEC,19.0,11.0,Kansas,Missouri,Big 12,8.0
7597,Big 12,SEC,37.0,27.0,Kansas,Missouri,Big 12,10.0
7598,Big 12,SEC,34.0,20.0,Kansas,Missouri,Big 12,14.0
7599,Big 12,SEC,17.0,55.0,Kansas,Missouri,SEC,38.0
7600,Big 12,SEC,21.0,31.0,Kansas,Missouri,SEC,10.0
7601,Big 12,SEC,53.0,29.0,Kansas,Missouri,Big 12,24.0
7602,Big 12,SEC,28.0,0.0,Kansas,Missouri,Big 12,28.0
7603,Big 12,SEC,42.0,23.0,Kansas,Missouri,Big 12,19.0
7604,Big 12,SEC,15.0,7.0,Kansas,Missouri,Big 12,8.0
7605,Big 12,SEC,21.0,0.0,Kansas,Missouri,Big 12,21.0
7606,Big 12,SEC,34.0,38.0,Kansas,Missouri,SEC,4.0
7607,Big 12,SEC,35.0,14.0,Kansas,Missouri,Big 12,21.0
7608,Big 12,SEC,13.0,3.0,Kansas,Missouri,Big 12,10.0
7609,Big 12,SEC,28.0,36.0,Kansas,Missouri,SEC,8.0
7610,Big 12,SEC,39.0,41.0,Kansas,Missouri,SEC,2.0
7611,Big 12,SEC,10.0,24.0,Kansas,Missouri,SEC,14.0
7612,Big 12,SEC,9.0,18.0,Iowa State,Missouri,SEC,9.0
7613,Big 12,SEC,34.0,13.0,Iowa State,Missouri,Big 12,21.0
7614,Big 12,SEC,18.0,41.0,Iowa State,Missouri,SEC,23.0
7615,Big 12,SEC,27.0,28.0,Iowa State,Missouri,SEC,1.0
7616,Big 12,SEC,17.0,42.0,Iowa State,Missouri,SEC,25.0
7617,Big 12,SEC,27.0,25.0,Iowa State,Missouri,Big 12,2.0
7618,Big 12,SEC,14.0,28.0,Iowa State,Missouri,SEC,14.0
7619,Big 12,SEC,20.0,34.0,Iowa State,Missouri,SEC,14.0
7620,Big 12,SEC,45.0,31.0,Iowa State,Missouri,Big 12,14.0
7621,Big 12,SEC,19.0,35.0,Iowa State,Missouri,SEC,16.0
7622,Big 12,SEC,39.0,20.0,Iowa State,Missouri,Big 12,19.0
7623,Big 12,SEC,42.0,35.0,Iowa State,Missouri,Big 12,7.0
7624,Big 12,SEC,14.0,17.0,Iowa State,Missouri,SEC,3.0
7625,Big 12,SEC,21.0,16.0,Iowa State,Missouri,Big 12,5.0
7626,Big 12,SEC,20.0,52.0,Iowa State,Missouri,SEC,32.0
7627,Big 12,SEC,0.0,14.0,Iowa State,Missouri,SEC,14.0
7628,Big Ten,SEC,20.0,17.0,Indiana,Missouri,Big Ten,3.0
7629,Big Ten,SEC,24.0,7.0,Indiana,Missouri,Big Ten,17.0
7630,Big Ten,SEC,58.0,7.0,Indiana,Missouri,Big Ten,51.0
7631,Big Ten,SEC,20.0,10.0,Indiana,Missouri,Big Ten,10.0
7632,Big Ten,SEC,28.0,45.0,Indiana,Missouri,SEC,17.0
7633,Big Ten,SEC,6.0,14.0,Illinois,Missouri,SEC,8.0
7634,Big Ten,SEC,30.0,24.0,Illinois,Missouri,Big Ten,6.0
7635,Big Ten,SEC,24.0,17.0,Illinois,Missouri,Big Ten,7.0
7636,Big Ten,SEC,42.0,0.0,Illinois,Missouri,Big Ten,42.0
7637,Big Ten,SEC,34.0,40.0,Illinois,Missouri,SEC,6.0
7638,Big Ten,SEC,9.0,37.0,Illinois,Missouri,SEC,28.0
7639,American,SEC,0.0,16.0,Houston,Missouri,SEC,16.0
7643,Pac-12,SEC,7.0,13.0,Colorado,Missouri,SEC,6.0
7644,Pac-12,SEC,14.0,30.0,Colorado,Missouri,SEC,16.0
7645,Pac-12,SEC,20.0,59.0,Colorado,Missouri,SEC,39.0
7646,Pac-12,SEC,38.0,7.0,Colorado,Missouri,Pac-12,31.0
7647,Pac-12,SEC,27.0,10.0,Colorado,Missouri,Pac-12,17.0
7648,Pac-12,SEC,49.0,3.0,Colorado,Missouri,Pac-12,46.0
7649,Pac-12,SEC,55.0,7.0,Colorado,Missouri,Pac-12,48.0
7650,Pac-12,SEC,30.0,18.0,Colorado,Missouri,Pac-12,12.0
7651,Pac-12,SEC,21.0,0.0,Colorado,Missouri,Pac-12,21.0
7652,Pac-12,SEC,31.0,41.0,Colorado,Missouri,SEC,10.0
7653,Pac-12,SEC,46.0,39.0,Colorado,Missouri,Pac-12,7.0
7654,Pac-12,SEC,38.0,24.0,Colorado,Missouri,Pac-12,14.0
7655,Pac-12,SEC,21.0,16.0,Colorado,Missouri,Pac-12,5.0
7656,Pac-12,SEC,41.0,12.0,Colorado,Missouri,Pac-12,29.0
7657,Pac-12,SEC,10.0,55.0,Colorado,Missouri,SEC,45.0
7658,Pac-12,SEC,17.0,36.0,Colorado,Missouri,SEC,19.0
7659,ACC,SEC,62.0,9.0,Clemson,Missouri,ACC,53.0
7660,MAC,SEC,51.0,28.0,Bowling Green,Missouri,MAC,23.0
7661,Big 12,SEC,47.0,21.0,Baylor,Missouri,Big 12,26.0
7662,Big 12,SEC,42.0,49.0,Baylor,Missouri,SEC,7.0
7663,Big 12,SEC,22.0,47.0,Baylor,Missouri,SEC,25.0
7664,Big 12,SEC,10.0,30.0,Baylor,Missouri,SEC,20.0
7665,Big 12,SEC,28.0,31.0,Baylor,Missouri,SEC,3.0
7666,Big 12,SEC,42.0,39.0,Baylor,Missouri,Big 12,3.0
7667,MAC,SEC,7.0,35.0,Ball State,Missouri,SEC,28.0
7669,Pac-12,SEC,19.0,3.0,Arizona State,Missouri,Pac-12,16.0
7670,Pac-12,SEC,37.0,30.0,Arizona State,Missouri,Pac-12,7.0
7671,Big 12,SEC,38.0,13.0,West Virginia,Mississippi State,Big 12,25.0
7677,American,SEC,21.0,30.0,Tulane,Mississippi State,SEC,9.0
7678,American,SEC,3.0,30.0,Tulane,Mississippi State,SEC,27.0
7679,American,SEC,27.0,34.0,Tulane,Mississippi State,SEC,7.0
7680,American,SEC,27.0,22.0,Tulane,Mississippi State,American,5.0
7681,American,SEC,17.0,38.0,Tulane,Mississippi State,SEC,21.0
7682,American,SEC,10.0,36.0,Tulane,Mississippi State,SEC,26.0
7683,American,SEC,31.0,28.0,Tulane,Mississippi State,American,3.0
7684,American,SEC,14.0,21.0,Tulane,Mississippi State,SEC,7.0
7685,American,SEC,17.0,38.0,Tulane,Mississippi State,SEC,21.0
7686,Sun Belt,SEC,24.0,30.0,Troy,Mississippi State,SEC,6.0
7687,Big 12,SEC,10.0,28.0,Texas,Mississippi State,SEC,18.0
7695,ACC,SEC,17.0,24.0,Syracuse,Mississippi State,SEC,7.0
7696,C-USA,SEC,7.0,6.0,Southern Miss,Mississippi State,C-USA,1.0
7697,C-USA,SEC,20.0,14.0,Southern Miss,Mississippi State,C-USA,6.0
7698,C-USA,SEC,31.0,6.0,Southern Miss,Mississippi State,C-USA,25.0
7699,C-USA,SEC,18.0,27.0,Southern Miss,Mississippi State,SEC,9.0
7700,C-USA,SEC,20.0,23.0,Southern Miss,Mississippi State,SEC,3.0
7701,C-USA,SEC,28.0,24.0,Southern Miss,Mississippi State,C-USA,4.0
7702,C-USA,SEC,18.0,14.0,Southern Miss,Mississippi State,C-USA,4.0
7703,C-USA,SEC,38.0,21.0,Southern Miss,Mississippi State,C-USA,17.0
7704,C-USA,SEC,23.0,26.0,Southern Miss,Mississippi State,SEC,3.0
7713,Sun Belt,SEC,,,South Alabama,Mississippi State,SEC,
7714,Pac-12,SEC,36.0,13.0,Oregon,Mississippi State,Pac-12,23.0
7715,Big 12,SEC,42.0,23.0,Oklahoma State,Mississippi State,Big 12,19.0
7716,Big 12,SEC,21.0,3.0,Oklahoma State,Mississippi State,Big 12,18.0
7718,C-USA,SEC,6.0,27.0,Middle Tennessee,Mississippi State,SEC,21.0
7719,American,SEC,7.0,34.0,Memphis,Mississippi State,SEC,27.0
7720,American,SEC,17.0,41.0,Memphis,Mississippi State,SEC,24.0
7721,American,SEC,23.0,12.0,Memphis,Mississippi State,American,11.0
7722,American,SEC,17.0,34.0,Memphis,Mississippi State,SEC,17.0
7723,American,SEC,31.0,10.0,Memphis,Mississippi State,American,21.0
7724,American,SEC,23.0,27.0,Memphis,Mississippi State,SEC,4.0
7725,American,SEC,16.0,20.0,Memphis,Mississippi State,SEC,4.0
7726,American,SEC,6.0,17.0,Memphis,Mississippi State,SEC,11.0
7727,American,SEC,10.0,31.0,Memphis,Mississippi State,SEC,21.0
7728,American,SEC,6.0,14.0,Memphis,Mississippi State,SEC,8.0
7729,American,SEC,3.0,17.0,Memphis,Mississippi State,SEC,14.0
7730,American,SEC,17.0,29.0,Memphis,Mississippi State,SEC,12.0
