Rank,BGG ID,Title,Rating,Voters,Published,PlayingTime,MinPlayers,MaxPlayers,Designer,Categories,Mechanics,Expansions,PlayerAge,NumPlayers,Language
229,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,7.084,1729,2009,30,2,4,,Card Game,Dice Rolling,3,10,2,3: Too much
230,36553,Time's Up! Title Recall!,7.082,1347,2008,90,4,18,,Party Game,Memory,1,12,6,4: Unplayable
231,65901,Age of Industry,7.082,2233,2010,120,2,5,Martin Wallace,Economic,Card Drafting,3,12,4,1: Need crib
232,133848,Euphoria: Build a Better Dystopia,7.077,2895,2013,60,2,6,,Science Fiction,Dice Rolling,0,12,4,3: Too much
233,137408,Amerigo,7.076,2275,2013,90,2,4,,,Action Point Allowance System,3,10,4,1: Need crib
234,38996,Washington's War,7.071,1582,2010,90,2,2,Mark Herman,Wargame,Area Control / Area Influence,0,12,2,3: Too much
235,134726,Smash Up: Awesome Level 9000,7.071,2696,2013,45,2,4,,Card Game,Area Control / Area Influence,0,10,3,4: Unplayable
236,127398,Legends of Andor,7.066,3706,2012,75,2,4,,Fantasy,Area Movement,13,10,4,4: Unplayable
237,43570,Friday,7.064,4368,2011,25,1,1,Friedemann Friese,Card Game,Deck / Pool Building,0,10,1,2: Possible
238,150,PitchCar,7.064,6205,1995,30,2,8,,,Modular Board,5,5,6,1: Need crib
239,31730,Chicago Express,7.064,5032,2007,60,2,6,,Economic,Auction/Bidding,2,12,4,1: Need crib
240,138161,Firefly: The Game,7.06,3216,2013,120,1,4,,Science Fiction,Area Movement,8,12,3,4: Unplayable
241,20963,Fury of Dracula,7.058,7321,2005,180,2,5,,Fighting,Dice Rolling,0,12,5,4: Unplayable
242,12891,Friedrich,7.056,1933,2004,210,3,4,,Wargame,Hand Management,0,12,4,2: Possible
243,47185,Warhammer: Invasion,7.056,4386,2009,45,2,2,,Card Game,Hand Management,41,12,2,4: Unplayable
244,21790,Thurn and Taxis,7.054,13103,2006,60,2,4,,,Card Drafting,3,10,3,1: Need crib
245,35570,Tinners' Trail,7.052,3020,2008,75,3,4,Martin Wallace,Economic,Action Point Allowance System,0,12,4,1: Need crib
246,128271,Ginkgopolis,7.051,2652,2012,45,1,5,,Science Fiction,Area Control / Area Influence,1,12,3,1: Need crib
247,31999,TZAAR,7.051,1615,2007,30,2,2,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
248,2163,Space Hulk,7.05,2874,1989,45,2,4,,Fighting,Action Point Allowance System,3,10,2,2: Possible
249,15062,Shadows over Camelot,7.05,15452,2005,90,3,7,Bruno Cathala,Fantasy,Co-operative Play,2,10,5,3: Too much
250,132531,Roll for the Galaxy,7.047,1194,2014,45,2,5,,Dice,Deck / Pool Building,0,10,3,3: Too much
251,30380,Cuba,7.047,6104,2007,120,2,5,,Economic,Auction/Bidding,6,12,4,2: Possible
252,31563,Middle-Earth Quest,7.045,2872,2009,180,2,4,,Fantasy,Hand Management,0,12,3,4: Unplayable
253,30869,Thebes,7.044,6490,2007,60,2,4,,,Card Drafting,0,8,3,1: Need crib
254,3201,Lord of the Rings: The Confrontation,7.041,5329,2002,30,2,2,Reiner Knizia,Fantasy,Area Movement,1,10,2,3: Too much
255,50,Lost Cities,7.04,20713,1999,30,2,2,Reiner Knizia,Card Game,Card Drafting,0,8,2,1: Need crib
256,113294,Escape: The Curse of the Temple,7.039,7094,2012,10,1,5,,Dice,Co-operative Play,10,8,4,1: Need crib
257,144344,Rococo,7.039,1865,2013,90,2,5,,Economic,Area Control / Area Influence,1,12,3,1: Need crib
258,85897,Thunderstone: Dragonspire,7.038,2201,2011,45,1,5,,Card Game,Card Drafting,9,10,3,2: Possible
259,15364,Vegas Showdown,7.033,4922,2005,75,3,5,,Economic,Auction/Bidding,0,10,5,3: Too much
260,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,7.028,2823,2011,60,1,5,,Fantasy,Co-operative Play,3,10,3,3: Too much
261,41002,Vasco da Gama,7.028,3202,2009,120,2,4,,,Card Drafting,0,12,4,1: Need crib
262,26566,Homesteaders,7.027,2661,2009,90,2,4,,Economic,Auction/Bidding,0,12,4,2: Possible
263,128621,Viticulture,7.027,1633,2013,90,2,6,,Economic,Hand Management,3,12,3,3: Too much
264,70512,Luna,7.024,2314,2010,90,1,4,,Fantasy,Area Control / Area Influence,0,12,4,1: Need crib
265,38823,Conflict of Heroes: Storms of Steel! â€“ Kursk 1943,7.023,1244,2009,120,1,4,,Wargame,Action Point Allowance System,4,12,2,3: Too much
266,88,Torres,7.021,6215,1999,60,2,4,Wolfgang Kramer,Abstract Strategy,Action Point Allowance System,0,10,4,2: Possible
267,94,Union Pacific,7.019,3663,1999,90,2,6,Alan R. Moon,Economic,Card Drafting,0,10,4,1: Need crib
268,1345,Genoa,7.018,5084,2001,120,2,5,,,Auction/Bidding,0,12,5,2: Possible
269,11,Bohnanza,7.017,22298,1997,45,2,7,Uwe Rosenberg,Card Game,Hand Management,22,8,5,1: Need crib
270,2181,Bridge,7.012,2305,1925,60,4,4,,Card Game,Auction/Bidding,1,10,4,1: Need crib
271,119432,Snowdonia,7.012,2059,2012,60,1,5,,,Card Drafting,9,10,4,3: Too much
272,4390,Carcassonne: Hunters and Gatherers,7.012,8514,2002,45,2,5,,,Area Control / Area Influence,3,8,2,1: Need crib
273,21763,Mr. Jack,7.012,9727,2006,30,2,2,Bruno Cathala,,Grid Movement,2,10,2,1: Need crib
274,22345,Yspahan,7.011,6404,2006,60,2,4,,Dice,Area Control / Area Influence,2,10,4,1: Need crib
275,126792,Myrmes,7.005,2511,2012,120,2,4,,,Action Point Allowance System,1,12,4,1: Need crib
276,30957,Tribune: Primus Inter Pares,7.003,3499,2007,60,2,5,,,Auction/Bidding,1,12,4,2: Possible
277,27976,Heroscape Master Set: Swarm of the Marro,7,1754,2007,60,2,4,,Fantasy,Dice Rolling,27,8,2,3: Too much
278,45986,Stronghold,6.998,2725,2009,120,2,4,,Fantasy,Action Point Allowance System,2,14,2,1: Need crib
279,27746,Colosseum,6.997,5892,2007,90,3,5,Wolfgang Kramer,,Auction/Bidding,0,10,5,1: Need crib
280,29603,D-Day at Omaha Beach,6.992,748,2009,480,1,2,,Wargame,Hex-and-Counter,0,12,1,3: Too much
281,110277,Among the Stars,6.992,2768,2012,30,2,4,,Card Game,Card Drafting,12,10,4,3: Too much
282,108784,Ascension: Storm of Souls,6.992,2090,2011,30,1,4,,Card Game,Card Drafting,38,10,2,3: Too much
283,41066,Virgin Queen,6.992,830,2012,420,2,6,,Wargame,Campaign / Battle Card Driven,0,14,6,4: Unplayable
284,140603,Francis Drake,6.99,1679,2013,120,3,5,,,Dice Rolling,3,12,5,1: Need crib
285,491,Web of Power,6.989,2849,2000,45,3,5,Michael Schacht,,Area Control / Area Influence,8,10,3,1: Need crib
286,161970,Alchemists,6.988,1229,2014,120,2,4,,Fantasy,Action Point Allowance System,1,12,4,2: Possible
287,37904,Formula D,6.986,8335,2008,60,2,10,,,Dice Rolling,42,8,6,1: Need crib
288,137988,Zombicide Season 2: Prison Outbreak,6.986,1309,2013,60,1,6,,,Action Point Allowance System,62,12,6,2: Possible
289,34219,Biblios,6.986,4870,2007,30,2,4,,Card Game,Auction/Bidding,0,8,3,1: Need crib
290,12962,Reef Encounter,6.986,4276,2004,90,2,4,,,Area Control / Area Influence,1,12,3,1: Need crib
291,1035,Squad Leader,6.983,2392,1977,60,2,2,,Wargame,Dice Rolling,10,14,2,4: Unplayable
292,68425,Eminent Domain,6.983,5374,2011,45,2,4,,Card Game,Card Drafting,5,10,3,3: Too much
293,43528,World Without End,6.983,2943,2009,90,2,4,,Economic,Hand Management,0,12,4,3: Too much
294,137269,Spyrium,6.978,2947,2013,75,2,5,,Economic,Card Drafting,0,12,4,1: Need crib
295,42215,Tobago,6.978,6469,2009,60,2,4,,,Grid Movement,0,8,4,1: Need crib
296,528,ZÃˆRTZ,6.977,2908,1999,30,2,2,,Abstract Strategy,Grid Movement,1,8,2,1: Need crib
297,24508,Taluva,6.973,4934,2006,45,2,4,,,Modular Board,0,10,2,1: Need crib
298,503,Through the Desert,6.972,9689,1998,45,2,5,Reiner Knizia,Abstract Strategy,Route/Network Building,0,8,3,1: Need crib
299,6249,Alhambra,6.969,16513,2003,60,2,6,,,Card Drafting,8,8,3,1: Need crib
300,73761,K2,6.969,4474,2010,60,1,5,,,Hand Management,2,10,3,1: Need crib
301,9440,Maharaja: The Game of Palace Building in India,6.963,4155,2004,90,2,5,Wolfgang Kramer,,Area Control / Area Influence,0,12,4,1: Need crib
302,98351,Core Worlds,6.963,2552,2011,90,2,5,,Card Game,Card Drafting,3,12,3,4: Unplayable
303,1301,Netrunner,6.961,1920,1996,45,2,2,,Card Game,Action Point Allowance System,2,12,2,4: Unplayable
304,1041,San Marco,6.96,3478,2001,90,3,4,Alan R. Moon,,Area Control / Area Influence,0,12,3,1: Need crib
305,12002,Jambo,6.96,6636,2004,45,2,2,,Card Game,Action Point Allowance System,2,10,2,4: Unplayable
306,95064,Ascension: Return of the Fallen,6.959,2113,2011,30,1,2,,Card Game,Card Drafting,38,10,2,3: Too much
307,67492,Battles of Westeros,6.959,1919,2010,60,2,2,,Fantasy,Campaign / Battle Card Driven,7,12,2,3: Too much
308,47,Chinatown,6.958,4446,1999,60,3,5,,Economic,Set Collection,0,10,5,1: Need crib
309,29368,Last Night on Earth: The Zombie Game,6.958,10267,2007,90,2,6,,Fighting,Dice Rolling,21,12,5,4: Unplayable
310,939,Star Wars: The Queen's Gambit,6.957,1634,2000,120,2,4,,Fighting,Campaign / Battle Card Driven,0,10,2,2: Possible
311,119506,Freedom: The Underground Railroad,6.954,1154,2012,90,1,4,,Economic,Co-operative Play,1,10,3,3: Too much
312,82222,Xia: Legends of a Drift System,6.954,1015,2014,120,3,5,,Fighting,Action Point Allowance System,1,10,3,3: Too much
313,143519,Quantum,6.952,1873,2013,60,2,4,,Dice,Area Control / Area Influence,1,8,4,3: Too much
314,66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,6.951,3248,2011,60,1,5,,Fantasy,Co-operative Play,4,10,3,4: Unplayable
315,13004,The Downfall of Pompeii,6.951,4819,2004,45,2,4,,,Grid Movement,2,8,4,1: Need crib
316,107529,Kingdom Builder,6.951,8406,2011,45,2,4,,,Area Control / Area Influence,5,8,4,2: Possible
317,53953,Thunderstone,6.95,7927,2009,60,1,5,,Card Game,Card Drafting,14,12,3,3: Too much
318,13642,Louis XIV,6.948,4620,2005,100,2,4,,Card Game,Area Control / Area Influence,2,12,4,2: Possible
319,171,Chess,6.948,16034,,60,2,2,(Uncredited),Abstract Strategy,Grid Movement,7,6,2,1: Need crib
320,84419,Space Empires: 4X,6.948,1572,2011,180,1,4,,Science Fiction,Dice Rolling,2,12,2,2: Possible
321,158275,Marvel Dice Masters: Uncanny X-Men,6.944,1047,2014,15,2,2,,Dice,Deck / Pool Building,0,8,2,2: Possible
322,8125,Santiago,6.937,3869,2003,75,3,5,,,Area Control / Area Influence,0,10,5,1: Need crib
323,12902,Carcassonne: The City,6.935,3407,2004,45,2,4,,,Area Control / Area Influence,0,10,2,1: Need crib
324,150658,Pandemic: The Cure,6.935,1453,2014,30,2,5,,Dice,Co-operative Play,0,8,3,2: Possible
325,91312,Discworld: Ankh-Morpork,6.934,4918,2011,60,2,4,Martin Wallace,Fantasy,Area Control / Area Influence,0,10,4,3: Too much
326,240,Britannia,6.933,3191,1986,240,3,5,,Wargame,Area Movement,0,14,4,3: Too much
327,38159,Ultimate Werewolf: Ultimate Edition,6.932,2157,2008,30,5,68,,Card Game,Partnerships,4,8,15,1: Need crib
328,8045,Princes of the Renaissance,6.932,1605,2003,180,3,6,Martin Wallace,Economic,Area Control / Area Influence,0,14,5,3: Too much
329,10547,Betrayal at House on the Hill,6.93,12141,2004,60,3,6,,,Co-operative Play,0,12,5,4: Unplayable
330,22825,Tide of Iron,6.93,3201,2007,120,2,4,,Wargame,Action Point Allowance System,6,12,2,3: Too much
331,46,Medici,6.928,4751,1995,60,3,6,Reiner Knizia,,Auction/Bidding,0,10,5,1: Need crib
332,12942,No Thanks!,6.928,10053,2004,20,3,5,,Card Game,Auction/Bidding,0,8,5,1: Need crib
333,52461,Legacy: The Testament of Duke de Crecy,6.928,1731,2013,60,1,4,,Card Game,Card Drafting,1,10,3,3: Too much
334,69789,Ascension: Chronicle of the Godslayer,6.927,6465,2010,30,1,4,,Card Game,Card Drafting,47,10,2,3: Too much
335,106217,Hawaii,6.926,2497,2011,90,2,5,,,Action Point Allowance System,1,10,3,1: Need crib
336,554,La CittÃ ,6.926,4325,2000,120,2,5,,,Card Drafting,0,12,4,2: Possible
337,117915,Yedo,6.923,1551,2012,150,2,5,,,Auction/Bidding,1,12,4,3: Too much
338,55600,Shipyard,6.922,2204,2009,120,2,4,,Economic,Card Drafting,0,12,3,1: Need crib
339,19600,Antike,6.922,4018,2005,120,2,6,,Fighting,Area Control / Area Influence,0,12,4,2: Possible
340,1822,Wilderness War,6.922,1198,2001,180,2,2,,Wargame,Campaign / Battle Card Driven,0,14,2,3: Too much
341,2453,Blokus,6.918,13468,2000,20,2,4,,Abstract Strategy,Tile Placement,0,6,4,1: Need crib
342,95527,Madeira,6.915,1212,2013,120,2,4,,Dice,Dice Rolling,2,14,3,1: Need crib
343,21882,Blue Moon City,6.913,6222,2006,60,2,4,Reiner Knizia,Fantasy,Area Control / Area Influence,1,10,3,1: Need crib
344,483,Diplomacy,6.907,8326,1959,360,2,7,,Wargame,Area Control / Area Influence,4,14,7,1: Need crib
345,55427,Mr. Jack in New York,6.905,1827,2009,30,2,2,Bruno Cathala,,Grid Movement,0,10,2,1: Need crib
346,39953,A Game of Thrones: The Card Game,6.903,4315,2008,60,2,4,,Card Game,Card Drafting,79,14,4,4: Unplayable
347,904,Dream Factory,6.903,4024,2000,60,2,5,Reiner Knizia,,Auction/Bidding,0,10,5,1: Need crib
348,20100,Wits & Wagers,6.901,7494,2005,25,3,7,,Party Game,Betting/Wagering,8,8,7,
349,69779,Polis: Fight for the Hegemony,6.899,841,2012,90,2,2,,Economic,Area Control / Area Influence,1,14,2,2: Possible
350,131646,Merchant of Venus (second edition),6.894,1973,2012,180,1,4,,Economic,Commodity Speculation,0,12,3,3: Too much
351,155068,Arcadia Quest,6.894,746,2014,60,2,4,,Fantasy,Dice Rolling,13,8,4,2: Possible
352,60,Vinci,6.893,3522,1999,90,3,6,,,Area Control / Area Influence,0,12,4,2: Possible
353,5782,Coloretto,6.893,11008,2003,30,2,5,Michael Schacht,Card Game,Card Drafting,4,6,4,1: Need crib
354,20437,Lords of Vegas,6.893,2542,2010,60,2,4,James Ernest,Economic,Area Control / Area Influence,7,10,4,1: Need crib
355,7717,Carcassonne: The Castle,6.891,5661,2003,30,2,2,Reiner Knizia,,Area Control / Area Influence,1,8,2,1: Need crib
356,146791,Shadows of Brimstone: City of the Ancients,6.887,631,2014,120,1,4,,Dice,Co-operative Play,2,12,4,4: Unplayable
357,133473,Sushi Go!,6.886,3589,2013,20,2,5,,Card Game,Card Drafting,1,6,4,1: Need crib
358,36235,The Duke,6.886,1074,2013,30,2,2,,Abstract Strategy,Grid Movement,12,10,2,1: Need crib
359,372,Schotten-Totten,6.884,2616,1999,20,2,2,Reiner Knizia,Card Game,Hand Management,0,8,2,1: Need crib
360,100423,Elder Sign,6.883,9267,2011,90,1,8,,Card Game,Co-operative Play,8,12,4,2: Possible
361,50768,Ninjato,6.882,1833,2011,60,2,4,,,Card Drafting,0,10,4,1: Need crib
362,72225,COâ‚‚,6.881,1955,2012,120,1,5,,Economic,Area Control / Area Influence,1,12,4,1: Need crib
363,104363,Rex: Final Days of an Empire,6.874,2355,2012,120,3,6,,Fighting,Area Control / Area Influence,0,12,6,3: Too much
364,141517,A Study in Emerald,6.872,1713,2013,90,2,5,Martin Wallace,,Area Control / Area Influence,0,14,5,3: Too much
365,155362,Ca$h 'n Guns (second edition),6.87,1751,2014,30,4,8,,Fighting,Player Elimination,2,8,6,2: Possible
366,224,History of the World,6.87,3625,1991,180,3,6,,Wargame,Area Control / Area Influence,0,10,6,3: Too much
367,8051,Attika,6.869,5582,2003,60,2,4,,,Modular Board,0,10,2,1: Need crib
368,551,Battle Cry,6.865,3009,2000,45,2,2,,Wargame,Dice Rolling,0,8,2,3: Too much
369,28023,Jamaica,6.864,5482,2007,45,2,6,Bruno Cathala,,Dice Rolling,1,8,6,1: Need crib
370,97903,Terror in Meeple City,6.861,3422,2013,45,2,4,,,Area Movement,1,6,4,1: Need crib
371,37380,Roll Through the Ages: The Bronze Age,6.86,8648,2008,30,1,4,,Dice,Dice Rolling,1,8,2,3: Too much
372,104710,Wiz-War (eighth edition),6.859,2741,2012,75,2,4,,Fantasy,Grid Movement,2,10,4,4: Unplayable
373,143741,BANG! The Dice Game,6.856,3758,2013,15,3,8,,Dice,Dice Rolling,0,8,6,3: Too much
374,128780,Pax Porfiriana,6.855,1000,2012,120,1,6,,Card Game,Card Drafting,0,14,4,4: Unplayable
375,23094,Planet Steam,6.854,1662,2008,120,2,5,,Economic,Auction/Bidding,3,12,4,1: Need crib
376,40628,Finca,6.851,4645,2009,45,2,4,,Economic,Commodity Speculation,1,8,2,1: Need crib
377,162082,Deus,6.849,1248,2014,60,2,4,,,Hand Management,0,10,3,3: Too much
378,66505,The Speicherstadt,6.848,3271,2010,45,2,5,,Economic,Auction/Bidding,1,10,4,1: Need crib
379,143884,Machi Koro,6.845,4816,2012,30,2,4,,Card Game,Card Drafting,4,8,4,3: Too much
380,65244,Forbidden Island,6.842,16834,2010,30,2,4,,Card Game,Action Point Allowance System,1,8,4,2: Possible
381,159508,AquaSphere,6.842,1181,2014,100,2,4,,Science Fiction,Area Control / Area Influence,0,12,4,1: Need crib
382,43022,Yomi,6.84,2241,2011,30,2,2,,Card Game,Hand Management,1,10,2,3: Too much
383,18100,China,6.84,3664,2005,45,3,5,Michael Schacht,,Area Control / Area Influence,18,10,3,1: Need crib
384,173,Formula DÃ©,6.834,6564,1991,120,2,10,,,Grid Movement,45,8,5,1: Need crib
385,30645,Tammany Hall,6.834,1703,2007,90,3,5,,,Area Control / Area Influence,0,12,5,2: Possible
386,104020,Vanuatu,6.833,1660,2011,90,3,5,,Economic,Action Point Allowance System,2,12,4,1: Need crib
387,146278,Tash-Kalar: Arena of Legends,6.832,1968,2013,60,2,4,,Abstract Strategy,Area Control / Area Influence,2,12,2,3: Too much
388,122522,Smash Up,6.832,8114,2012,45,2,4,,Card Game,Area Control / Area Influence,1,10,3,4: Unplayable
389,17396,Manoeuvre,6.829,1778,2008,60,2,2,,Wargame,Campaign / Battle Card Driven,1,10,2,2: Possible
390,68264,No Retreat! The Russian Front,6.828,847,2011,360,1,2,,Wargame,Campaign / Battle Card Driven,0,12,2,3: Too much
391,15126,Advanced Squad Leader: Starter Kit #2,6.828,831,2005,180,2,2,,Wargame,Dice Rolling,4,12,2,2: Possible
392,45,Liar's Dice,6.826,7513,1987,15,2,6,(Uncredited),Dice,Betting/Wagering,0,8,6,1: Need crib
393,109276,Kanban: Automotive Revolution,6.825,793,2014,120,2,4,,,Action Point Allowance System,0,14,4,1: Need crib
394,155987,Abyss,6.825,1580,2014,60,2,4,Bruno Cathala,Card Game,Auction/Bidding,0,10,4,3: Too much
395,143515,Coal Baron,6.821,1630,2013,70,2,4,Wolfgang Kramer,,Action Point Allowance System,1,10,4,1: Need crib
396,122298,Morels,6.819,2191,2012,30,2,2,,Card Game,Card Drafting,0,10,2,1: Need crib
397,71721,Space Hulk: Death Angel â€“ The Card Game,6.816,7090,2010,30,1,6,,Card Game,Action / Movement Programming,4,12,1,4: Unplayable
398,94246,1812: The Invasion of Canada,6.816,1364,2012,90,2,5,,Wargame,Area Movement,0,10,5,2: Possible
399,159675,Fields of Arle,6.816,530,2014,120,1,2,Uwe Rosenberg,Economic,Worker Placement,0,12,2,2: Possible
400,4099,Keythedral,6.815,2620,2002,90,2,5,,,Auction/Bidding,1,10,4,3: Too much
401,327,Loopin' Louie,6.815,5160,1992,10,2,4,,Children's Game,Player Elimination,0,4,4,1: Need crib
402,59946,Dungeons & Dragons: Castle Ravenloft Board Game,6.813,5564,2010,60,1,5,,Fantasy,Co-operative Play,6,10,4,4: Unplayable
403,30618,Eat Poop You Cat,6.812,1177,1984,20,3,99,(Uncredited),Party Game,,0,8,9,1: Need crib
404,26990,Container,6.812,3185,2007,90,3,5,,Economic,Auction/Bidding,1,12,5,1: Need crib
405,108906,Thunder Alley,6.811,974,2014,90,2,7,,,Hand Management,1,10,4,3: Too much
406,25821,The Werewolves of Miller's Hollow,6.81,5511,2001,30,8,18,,Party Game,Partnerships,3,8,12,1: Need crib
407,230,Merchant of Venus,6.81,2226,1988,180,1,6,,Economic,Commodity Speculation,0,10,4,2: Possible
408,96007,The New Era,6.81,908,2011,60,2,5,,Card Game,Card Drafting,4,12,3,1: Need crib
409,91080,Andean Abyss,6.81,1014,2012,360,1,4,,Wargame,Area Control / Area Influence,0,14,4,4: Unplayable
410,151004,Smash Up: Science Fiction Double Feature,6.808,1066,2014,60,2,4,,Card Game,Area Control / Area Influence,0,8,3,3: Too much
411,124,Primordial Soup,6.806,3872,1997,90,3,4,,,Dice Rolling,1,12,4,3: Too much
412,5737,Domaine,6.805,3517,2003,90,2,4,Klaus Teuber,,Hand Management,0,12,4,1: Need crib
413,72287,Mr. Jack Pocket,6.802,3125,2010,15,2,2,Bruno Cathala,,Grid Movement,1,8,2,1: Need crib
414,27364,Caylus Magna Carta,6.801,3916,2007,60,2,4,,Card Game,Hand Management,3,10,3,1: Need crib
415,37836,Julius Caesar,6.801,806,2010,120,2,2,,Wargame,Campaign / Battle Card Driven,0,10,2,2: Possible
416,113997,Mysterium,6.801,1023,2013,60,2,7,,,Co-operative Play,2,8,5,1: Need crib
417,71671,Yggdrasil,6.8,2480,2011,75,1,6,,,Action Point Allowance System,3,10,3,1: Need crib
418,27588,Zooloretto,6.799,9851,2007,45,2,5,Michael Schacht,,Set Collection,31,6,4,1: Need crib
419,37628,Haggis,6.797,2610,2010,45,2,3,,Card Game,Betting/Wagering,0,10,2,1: Need crib
420,91536,Quarriors!,6.795,9238,2011,30,2,4,,Dice,Deck / Pool Building,8,8,3,3: Too much
421,121410,Steam Park,6.795,2108,2013,90,2,4,,Dice,Card Drafting,1,10,4,2: Possible
422,51,Ricochet Robots,6.794,5052,1999,30,1,15,Alex Randolph,Abstract Strategy,Grid Movement,0,10,4,1: Need crib
423,2398,Cribbage,6.793,4890,,30,2,4,,Card Game,Hand Management,2,8,2,1: Need crib
424,57390,Catacombs,6.788,2087,2010,30,2,5,,Fantasy,Co-operative Play,5,8,5,3: Too much
425,2507,LibertÃ©,6.788,1986,2001,120,3,6,Martin Wallace,,Area Control / Area Influence,0,12,4,2: Possible
426,2093,Mahjong,6.788,4123,,120,3,4,(Uncredited),Abstract Strategy,Hand Management,0,10,4,1: Need crib
427,30381,Hamburgum,6.787,2548,2007,75,2,5,,Economic,Set Collection,2,12,4,2: Possible
428,132372,Guildhall,6.786,2247,2012,45,2,4,,Card Game,Hand Management,0,10,3,1: Need crib
429,1634,Warhammer Quest,6.785,1637,1995,120,1,4,,Fantasy,Co-operative Play,18,12,4,4: Unplayable
430,25568,Metropolys,6.783,3144,2008,45,2,4,,,Area Control / Area Influence,2,8,4,1: Need crib
431,35497,Fauna,6.781,2323,2008,45,2,6,Friedemann Friese,,Betting/Wagering,1,8,4,2: Possible
432,42910,Peloponnes,6.78,1798,2009,45,1,5,,,Auction/Bidding,7,10,4,1: Need crib
433,38054,Snow Tails,6.779,3857,2008,45,2,5,,,Hand Management,1,10,5,1: Need crib
434,15817,Manila,6.778,3690,2005,60,3,5,,,Auction/Bidding,0,10,4,1: Need crib
435,44163,Power Grid: Factory Manager,6.776,4720,2009,60,2,5,Friedemann Friese,Economic,Auction/Bidding,0,12,4,1: Need crib
436,37919,Ascending Empires,6.771,1702,2011,75,2,4,,Fighting,Set Collection,0,10,4,2: Possible
437,47055,High Frontier,6.768,1172,2010,180,2,5,,Economic,Auction/Bidding,3,14,3,2: Possible
438,66056,The Rivals for Catan,6.768,2171,2010,45,2,2,Klaus Teuber,Card Game,Card Drafting,9,10,2,3: Too much
439,34084,Witch's Brew,6.768,2931,2008,45,3,5,,Card Game,Hand Management,3,10,5,2: Possible
440,221,Ikusa,6.767,3847,1986,240,2,5,,Wargame,Auction/Bidding,0,14,4,2: Possible
441,131287,Panamax,6.766,920,2014,100,2,4,,Economic,Dice Rolling,0,14,4,1: Need crib
442,6205,Europe Engulfed,6.765,1155,2003,720,2,3,,Wargame,Action Point Allowance System,0,14,2,3: Too much
443,8203,"Hey, That's My Fish! ",6.764,12076,2003,20,2,4,,Abstract Strategy,Grid Movement,0,6,3,1: Need crib
